smiles,occurrence,degree,type,bonds
*c1cnc2nccn2c1,28,1,Ring,-
*c1ccc2c(c1*)CCC1C2CCC2(*)C(*)CCC12,28,4,Ring,----
*C1N(*)CC12CCN(*)CC2,28,3,Ring,---
*C1(*)CCCCCCCCCCC1,28,2,Ring,--
*C1COC1=*,28,2,Ring,-=
*c1ccc2[nH]c3c(c2c1)CCCC3=*,28,2,Ring,-=
*c1cccc2c1CC1CCN(*)C1C2,28,2,Ring,--
*c1nc2c(s1)C(=*)CN(*)C2,28,3,Ring,-=-
*c1ccc2c(*)nn(*)c2c1*,28,4,Ring,----
*C1=Nc2sc3c(c2C(=*)N1)CCCCC3,28,2,Ring,-=
*C1(*)CCCC1(*)*,28,4,Ring,----
*c1ccc2c(=*)c3cccc(*)c3c(=*)c2c1*,28,5,Ring,-=-=-
*n1c[n+](*)c2c1N=CNC2=*,28,3,Ring,--=
*c1ccc2c(c1)-c1ccccc1C2*,28,2,Ring,--
*c1cccc2c1CCC1(CCN(*)CC1)O2,28,2,Ring,--
*c1cc(*)c2nnn(*)c2c1,28,3,Ring,---
*N1C(=*)CCSc2ccccc21,28,2,Ring,-=
*C1C(*)C2(*)C(*)CC3(*)C(=CCC4C5(*)CCC(*)C(*)(*)C5CCC43*)C2CC1(*)*,28,12,Ring,------------
*c1ccc2c(c1)Oc1ccccc1C2*,28,2,Ring,--
*C1CCc2[nH]ncc2C1,28,1,Ring,-
*c1ccc2c(c1)C(*)N(*)C(=*)N2,28,4,Ring,---=
*C1c2ccccc2Sc2ccccc21,28,1,Ring,-
*N1CC2(CC(=*)N(*)C2)C1,28,3,Ring,-=-
*c1ccc2c(c1)nc(*)c1[nH]ccc12,28,2,Ring,--
*c1cc(*)c2c(n1)N(*)C(=*)C=C2,28,4,Ring,---=
*C1CCC2C3CCC4N(*)C(=*)C=CC4(*)C3CCC12*,28,5,Ring,--=--
*C1CC(*)(*)CC(=*)O1,28,4,Ring,---=
*N1CC2=NC(=*)N(*)N2C1=*,28,4,Ring,-=-=
*c1cc2cnccc2o1,28,1,Ring,-
*c1ccc2c3c1OC1c4[nH]c5c(c4CC4(*)C(C2)N(*)CCC314)CC1(*)C2Cc3ccc(*)c4c3C1(CCN2*)C5O4,28,6,Ring,------
*n1cnc2c1N=CN=c1c-2nc(=*)n1*,28,3,Ring,-=-
*c1cc2c(=*)cc(*)c(=*)c2o1,28,4,Ring,-=-=
*c1[nH]cc2c1NC1=C(C(=*)CCC1)C2*,28,3,Ring,-=-
*c1cc(*)c2c(*)n[nH]c2c1,28,3,Ring,---
*C1C(=*)N(*)C=CN(*)C1=*,28,5,Ring,-=--=
*C1OC2COC(*)(*)OC2C(*)C1*,28,5,Ring,-----
*N1CCC2(CCCO2)CCC1=*,28,2,Ring,-=
*c1cccc2c1OCC(=*)N2,28,2,Ring,-=
*c1nc(*)c2cc3c(cc2n1)OCO3,28,2,Ring,--
*c1cc2cccc3cccc(c1=*)c32,28,2,Ring,-=
*C1CCC1(*)*,28,3,Ring,---
*c1nc2ccsc2c2c1nc(*)n2*,28,3,Ring,---
*C1CC2C3CC4CN(*)CC4(*)C3(*)CC(*)C2(*)C2(*)C=CC(=*)C=C12,28,8,Ring,-------=
*N1CC2(C1)CC(*)(*)C2,28,3,Ring,---
*c1ncnc2c1[nH]c1ccccc12,28,1,Ring,-
*C1=C(*)c2ccccc2N(*)C(=*)C1,28,4,Ring,---=
*C1CCC2C(*)(*)CCCC12*,28,4,Ring,----
*C1CCC(=*)N(*)C(=*)C(*)NC1=*,28,6,Ring,-=-=-=
*C1CCC2(*)C3CCC4(*)C(*)CCC4C3=CC(*)C2(*)C1,28,6,Ring,------
*c1ccc2c(c1*)CN(*)CC2*,28,4,Ring,----
*c1[nH]c2cccc3c2c1CCNC3=*,28,2,Ring,-=
*C1=C(*)C(*)(*)N2CCC[N+](*)=C12,28,5,Ring,-----
*B1OC(*)c2c(*)ccc(*)c21,28,4,Ring,----
*c1cc2c(*)c(*)c(*)c(*)c2cc1*,28,6,Ring,------
*c1ccc2c(c1)C(=*)C(=*)C(=*)N2*,28,5,Ring,-===-
*c1nc2cccc(*)c2n2cccc12,28,2,Ring,--
*c1ccc2c(c1)CCc1sc(*)nc1-2,28,2,Ring,--
*N1CCN2CCN(*)CC2C1,28,2,Ring,--
*C1CCC2CC(*)(*)CCN2C1,28,3,Ring,---
*c1cc2c3c(cc(*)c2[nH]1)N(*)CC3*,28,4,Ring,----
*C1=CC(=*)c2cc3c(cc2N1)OCO3,28,2,Ring,-=
*c1nc2cc3ccccc3cc2nc1*,28,2,Ring,--
*N1CCC2(CCNC2)C1,28,1,Ring,-
*OCCC(=O)NNC(*)=O,28,2,Linker,--
*CC(C(*)=O)N(C)S(*)(=O)=O,28,3,Linker,---
*CNC(=O)C(*)CCO,28,2,Linker,--
*NC(=O)C(*)N(C)C,28,2,Linker,--
*OC(*)=S,28,2,Linker,--
*CNC(=O)NCC(NC(*)=O)C(=O)O,28,2,Linker,--
*SSC(*)=S,28,2,Linker,--
*CNC(=O)COC(=O)CS*,28,2,Linker,--
*NC(=O)C(C)(C)NS(*)(=O)=O,28,2,Linker,--
*CC(NC(C)=O)C(=O)NC(*)C,28,2,Linker,--
*C(=O)C(C)N(*)S(C)(=O)=O,28,2,Linker,--
*CCOC=C(*)*,28,3,Linker,---
*N=NC(S)=N*,28,2,Linker,--
*C(*)CCC(C)C,28,2,Linker,--
*NN(*)C,28,2,Linker,--
*CC#CCNC(*)=O,28,2,Linker,--
*OCCCNS(*)(=O)=O,28,2,Linker,--
*C(=O)NCC(NC(*)=O)C(=O)O,28,2,Linker,--
*CN(C(CC(C)C)C(N)=O)S(*)(=O)=O,28,2,Linker,--
*CCCCCCNS(*)(=O)=O,28,2,Linker,--
*COP(=O)(O)OP(=O)(OC*)OC*,28,3,Linker,---
*CC(NC(=O)C(C)NC)C(*)=O,28,2,Linker,--
*NC=C(C#N)S(*)(=O)=O,28,2,Linker,--
*NC(=O)C(*)=NOCC(=O)O,28,2,Linker,--
*N=C(*)NC#N,28,2,Linker,--
*N=CC=*,28,2,Linker,-=
*CCC(*)(*)C(=O)N(C)C,28,3,Linker,---
*CNN*,28,2,Linker,--
*C(C)C(*)C,28,2,Linker,--
*CC(NC(=O)C(NC(=O)N(C)C*)C(C)C)C(O)C(O)C(C*)NC(=O)C(NC(=O)N(C)C*)C(C)C,28,4,Linker,----
*CCC=C(C)CCC=C(C)CCC=C(C)C(=O)OC*,28,2,Linker,--
*CCC(C)CCO*,28,2,Linker,--
*CN(C)CCCCCCO*,28,2,Linker,--
*C(CC(*)*)=NO,28,3,Linker,---
*C(=O)C(*)=NOC,28,2,Linker,--
*NC(=O)C(*)(F)F,28,2,Linker,--
*C(NS(*)(=O)=O)C(CC)CC,28,2,Linker,--
*C=C(Br)C=NNC(*)=O,28,2,Linker,--
*CN(CCCO*)CC(*)*,28,4,Linker,----
*CCCNC(C)C*,28,2,Linker,--
*CCCNC(=N)N*,28,2,Linker,--
*C=C(C)C=CC(*)=O,28,2,Linker,--
*C(C)(O)CS(*)(=O)=O,28,2,Linker,--
*CCCNC(=O)NN(*)C*,28,3,Linker,---
*NCCNCC(O)CO*,28,2,Linker,--
*C(=O)NCC(*)C(C)C,28,2,Linker,--
*C=CC(=O)NC(C)C(=O)N*,28,2,Linker,--
*CC(NC(*)=O)C(=O)N(C)C,28,2,Linker,--
*C(=O)C(*)C(C)O,28,2,Linker,--
*NC(CS*)CC(=O)N(C)C,28,2,Linker,--
*COC(=O)NC(CC(N)=O)C(=O)NC(C*)C(O)C*,28,3,Linker,---
*CC(N)C(=O)NC(C)C(=O)N*,28,2,Linker,--
*NC(=O)C(=O)C(*)C(=O)OC,28,2,Linker,--
*CCCOC(*)*,28,3,Linker,---
*CC(NC(*)=O)C(=O)NC(CCCCN)C(N)=O,28,2,Linker,--
*C(*)=CC,28,2,Linker,--
*CCC(C)CO*,28,2,Linker,--
*CCNCCCCNCC*,28,2,Linker,--
*CC(=O)NC(C)C(*)=O,28,2,Linker,--
*C(=O)NC(*)CC=C,28,2,Linker,--
*CN(CCOC)C(=O)N*,28,2,Linker,--
*OCC(=O)NCC(*)O,28,2,Linker,--
*CC(=O)NNS(*)(=O)=O,28,2,Linker,--
*COC(=O)NCC(=O)O*,28,2,Linker,--
*NC(=O)C(*)CO,28,2,Linker,--
*NC=NNC(*)=O,28,2,Linker,--
*C=C(C#N)C(=O)NCC*,28,2,Linker,--
*CN(CCC)C(*)CC(=O)O,28,2,Linker,--
*CNC(=O)C(NC(=O)C(C*)NC(*)=O)C(C)CC,28,3,Linker,---
*CCNC(N)=N*,28,2,Linker,--
*CCC(C)NC(=O)N*,28,2,Linker,--
*NC(=S)O*,28,2,Linker,--
*C=C(C#N)C(=O)N(C)C,28,1,Sub,-
*C(C)(O)C(=O)C=CC(C)(C)O,28,1,Sub,-
*NC(=O)CC(N)=NO,28,1,Sub,-
*SSCC(NC(=O)C(=O)O)C(=O)O,28,1,Sub,-
*C(C)(O)CCCC(C)C,28,1,Sub,-
*COC(C(=O)O)C(N)C(=O)O,28,1,Sub,-
*C(C)NS(=O)(=O)C(F)(F)F,28,1,Sub,-
*ONC(C)(C)C,28,1,Sub,-
*NC(CC(C)C)C(=O)NCCCOCC,28,1,Sub,-
*OC(C)C(=O)N(C)C,28,1,Sub,-
*CCCC(C)=O,28,1,Sub,-
*NC(=O)N(CCF)N=O,28,1,Sub,-
*C(=O)NCCC(C)(C)O,28,1,Sub,-
*COC(=O)OC,28,1,Sub,-
*NC(=O)NC(CCC(=O)O)C(=O)O,28,1,Sub,-
*OCCCCCCN(C)CC=C,28,1,Sub,-
*OCCCN(CCC)CCC,28,1,Sub,-
*N(C)C(=O)C=CCN(C)C,28,1,Sub,-
*CCCCCC#N,28,1,Sub,-
*NCC(C)CC,28,1,Sub,-
*OC(=O)NCC=C,28,1,Sub,-
*C(C)=NN=C(N)N,28,1,Sub,-
*C(=O)OCC(O)CNC(C)(C)C,28,1,Sub,-
*CNCCCCNCCCCN,28,1,Sub,-
*S(=O)(=O)NC(C)C(=O)O,28,1,Sub,-
*C(=O)C(=O)N(CC)CC,28,1,Sub,-
*S(=O)(=O)NC(C(=O)NO)C(C)CC,28,1,Sub,-
*C(C)CCC=CNC(=O)OC,28,1,Sub,-
*CCCC(=O)N(C)C,28,1,Sub,-
*SC(=S)N(C)C,28,1,Sub,-
*C(CC)CC(=O)O,28,1,Sub,-
*NC(CC)C(C)O,28,1,Sub,-
*SCC(=O)NNC(=O)CCl,28,1,Sub,-
*OCC(O)C(C)(C)O,28,1,Sub,-
*C(=NO)N(CCOC)C(C)C,28,1,Sub,-
*CNC(=O)CCCC,28,1,Sub,-
*CC(F)=CCN,28,1,Sub,-
*N(CC)CCN(C)C,28,1,Sub,-
*C=C(O)C(=O)O,28,1,Sub,-
*C(=O)OCCBr,28,1,Sub,-
*N=NC(=N)S,28,1,Sub,-
*C(=O)OCC(O)CNC(C)C,28,1,Sub,-
*OCCCCCCCCC=CCCCCCCCC,28,1,Sub,-
*OP(=O)([O-])OCC[N+](C)(C)C,28,1,Sub,-
*OC(C(=O)O)C(C)C,28,1,Sub,-
*OCCCC(=O)OC,28,1,Sub,-
*C#CC(=O)OCC,28,1,Sub,-
*CS(C)(=N)=O,28,1,Sub,-
*C(=O)NC(=O)NCCCCCC(=O)NO,28,1,Sub,-
*NN(C)C,28,1,Sub,-
*C(=O)NC(CC(N)=O)C(N)=O,28,1,Sub,-
*CC(=O)NC(CC(=O)O)C(=O)O,28,1,Sub,-
*C(=O)CCCC(=O)OC,28,1,Sub,-
*C(=O)C(C)NC(=O)OC,28,1,Sub,-
*CCC(=O)NCCC(C)C,28,1,Sub,-
*CCC(C)(C)OC,28,1,Sub,-
*NC(=O)OCCCCC,28,1,Sub,-
*OCC(=CF)CN,28,1,Sub,-
*C(CC(C)C)C(=O)OC,28,1,Sub,-
*C(=O)CNC(N)=O,28,1,Sub,-
*COS(=O)(=O)NC(=O)C(N)CC(C)C,28,1,Sub,-
*C(=O)NC(CC(C)C)C(=O)N(C)C,28,1,Sub,-
*NC(=S)NCCCOCCC,28,1,Sub,-
*C(C#N)C#N,28,1,Sub,-
*OP(=O)(O)OCC(N)C(=O)O,28,1,Sub,-
*C(=O)NC(CCCNC(=N)N)C(N)=O,28,1,Sub,-
*CC(C)(C)CN(C)C,28,1,Sub,-
*CCC(=O)NN,28,1,Sub,-
*OCCC(O)(CC)CC,28,1,Sub,-
*NNC(N)=O,28,1,Sub,-
*NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)NO,28,1,Sub,-
*C(=O)N(C)C(C(=O)NC)C(=O)NO,28,1,Sub,-
*=C(O)C=CC=CC,28,1,Sub,=
*C(=S)SCCC,28,1,Sub,-
*C(=O)C(NC(=O)C(NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(C)=O)C(C)CC)C(C)C,28,1,Sub,-
*C(CC)NC(C)=O,28,1,Sub,-
*c1cc(*)n2c1C(=*)NC=C2,27,3,Ring,--=
*C1CC2C(=CCC3C2(*)C(=*)CC2(*)C(*)C(*)CC32*)C(*)(*)C1*,27,10,Ring,--=-------
*c1cc2ccccn2c1,27,1,Ring,-
*C1CCNC(=*)CC1,27,2,Ring,-=
*N1CCC2(CCN2*)C1,27,2,Ring,--
*c1nccc2c1CCCN(*)C2=*,27,3,Ring,--=
*C1CNCCCO1,27,1,Ring,-
*C1CCC2C(CCC3(*)C(*)CCC23)C1(*)*,27,5,Ring,-----
*c1cccc2c1CCC(*)(*)C2,27,3,Ring,---
*C1=CCCC2CCC1N2,27,1,Ring,-
*C1CCC2(*)C(*)CCC2(*)C1*,27,5,Ring,-----
*c1ccc2c(c1)CCC1(CCCCN1*)C2=*,27,3,Ring,--=
*N1CCCC2(CCOC2)C1,27,1,Ring,-
*c1ncnc2c1C(*)CC(=*)N2,27,3,Ring,--=
*C1CCC2(OC1)OC1CC3C4CCC5CC(*)CCC5(*)C4C(=*)CC3(*)C1C2*,27,6,Ring,---=--
*N1C(=*)C2C3C=CC(O3)C2C1=*,27,3,Ring,-==
*c1cccc2c1C(=*)C=CC21Oc2cccc3cccc(c23)O1,27,2,Ring,-=
*=c1[nH]c2ccc3ncsc3c2c1=*,27,2,Ring,==
*C1=C(*)c2c(*)cc3c(c2OC1=*)CCC(*)(*)O3,27,6,Ring,---=--
*C1=C(*)C2Nc3ccccc3C23CC(*)N(*)C3=N1,27,4,Ring,----
*c1cc(*)c2c(c1*)C1(CCN(*)CC1)CN2*,27,5,Ring,-----
*c1nc2ncnc(*)c2s1,27,2,Ring,--
*c1cc(*)c2ncccc2n1,27,2,Ring,--
*c1ccc2c(c1)N(*)C(=*)C(*)CC2*,27,5,Ring,--=--
*C1(*)C2CNCC21,27,2,Ring,--
*C1C2CCC(*)(C1*)C2(*)*,27,5,Ring,-----
*c1sc2nc3c(c(*)c2c1*)CCCCCC3,27,3,Ring,---
*C1=CCN(*)C(=*)N1,27,3,Ring,--=
*c1ncc2c(n1)C(*)(*)C1CCc3cc(*)c(*)cc3C1(*)C2,27,6,Ring,------
*C1=CC(=*)CC2C1(*)CCC(*)C2(*)*,27,6,Ring,-=----
*c1cc(*)c2sc(*)cc2n1,27,3,Ring,---
*C1=NC(=*)C(*)CN1,27,3,Ring,-=-
*C1CCNC(=*)CCC(*)C(=*)NC(*)C(=*)NC(*)C(=*)NC(*)C(=*)N1,27,10,Ring,-=-=-=-=-=
*C1=Nc2ncn(*)c2C(=*)N1,27,3,Ring,--=
*c1ccc(*)c2c1CC(=*)N2,27,3,Ring,--=
*c1cncc2c1C1(*)C(*)C(*)C(*)C1(*)O2,27,6,Ring,------
*c1ccc2c3c(c4cc(*)c(*)cc4c2c1)CC1CCCCN1C3,27,3,Ring,---
*C1=Nc2sc(*)c(*)c2C(=*)O1,27,4,Ring,---=
*c1ccc2c(c1)N=NN(*)C2=*,27,3,Ring,--=
*C1NC2CCC1CC2,27,1,Ring,-
*c1ccc2c(c1)CC(*)(*)CC2,27,3,Ring,---
*C1=C(*)C(*)c2cc3c(cc2O1)OCO3,27,3,Ring,---
*c1cc2c(c(*)c1*)N(*)CC(*)C2=*,27,6,Ring,-----=
*c1nnc2c3ccccc3nc-2s1,27,1,Ring,-
*C1=NOC2C(*)CC(*)C12,27,3,Ring,---
*c1ccc2c(c1*)CC(*)(*)O2,27,4,Ring,----
*C1=CCCCC1=*,27,2,Ring,-=
*=C1CCCC(=*)C1,27,2,Ring,==
*c1ccc2c(c1)c(*)nc1ccccc12,27,2,Ring,--
*C1CCC2(*)C1C(*)CC1C3(*)CCC(=*)C(*)(*)C3CCC12*,27,8,Ring,----=---
*c1cc(=*)c2cc3ccccc3cc2c1=*,27,3,Ring,-==
*n1ccc2c1ccc[n+]2*,27,2,Ring,--
*c1nc2cc3c(cc2s1)CCN(*)CC3,27,2,Ring,--
*c1nc(*)c2c(c1*)CC(*)(*)SC2,27,5,Ring,-----
*C1=NN(*)C(=*)N(*)c2cc(*)ccc21,27,5,Ring,--=--
*c1c(*)c(*)c2c(c1*)OC13C(=CC4CC1C(*)(*)OC3(*)C4=*)C2=*,27,9,Ring,-------==
*c1ccc2c(c1)C(*)(*)OC(=*)N2*,27,5,Ring,---=-
*N1CCCNCCCNCCC1,27,1,Ring,-
*C1=NSC(=*)N1,27,2,Ring,-=
*C1c2cc3c(cc2C(*)C2(*)C(=*)OCC12)OCO3,27,4,Ring,---=
*C1=NC(=*)C(*)C(=*)N1,27,4,Ring,-=-=
*c1ccc2c(c1)CCc1cc(*)c(*)c(*)c1O2,27,4,Ring,----
*c1ccc2c(c1)CCC1C2=NN(*)C1*,27,3,Ring,---
*c1cc2oc(*)c(*)c2c(*)c1*,27,5,Ring,-----
*c1cc2[nH]ncc2c(*)c1*,27,3,Ring,---
*c1cc2c(*)cccc2c2c1CCC(*)(*)O2,27,4,Ring,----
*C1=Cc2ccc3c(c2OC1=*)NC(=*)C(*)O3,27,4,Ring,-==-
*C1CC=C2C(CCCC2(*)*)C1(*)*,27,5,Ring,-----
*C1NC2CC1C1CC21,27,1,Ring,-
*c1nc2c([nH]1)CCNC2,27,1,Ring,-
*c1ccc2c(c1*)CN(*)C2=*,27,4,Ring,---=
*C1C2CCOC2C12CCC2,27,1,Ring,-
*C1CCN(*)c2ccccc2S1,27,2,Ring,--
*c1ccc2nnnc(*)c2n1,27,2,Ring,--
*c1cc2c(c(*)c1*)CCCC2(*)*,27,5,Ring,-----
*c1ncc2c(n1)N(*)c1sc(*)nc1C(=*)N2*,27,5,Ring,---=-
*c1nnc(*)n2c1cc1sccc12,27,2,Ring,--
*c1cc(*)n2c(*)cccc12,27,3,Ring,---
*c1cccc2c1CCOC2=*,27,2,Ring,-=
*c1ccc2c(c1)C(*)(*)c1oc3ccccc3c1C2=*,27,4,Ring,---=
*C1OC(=*)CC1(*)*,27,4,Ring,-=--
*c1cccn2ccnc12,27,1,Ring,-
*c1cccc2c3ccccc3n(*)c12,27,2,Ring,--
*C1CC2C(=*)C(C1)C(*)NC2*,27,4,Ring,-=--
*N1C=C2NC(=*)N(*)N2C1=*,27,4,Ring,-=-=
*C1=C2C(*)C(*)C3(*)CCC(*)C(=*)C3C(*)C(CC1=*)C2(*)*,27,10,Ring,-----=-=--
*c1ccc2c(c1)c(=*)c1c(*)ccc3ncn2c31,27,3,Ring,-=-
*c1nc2sc(*)c(*)c2c2c1COC(*)(*)C2,27,5,Ring,-----
*c1nc2n(ccc3nc(*)c(*)n32)c1*,27,4,Ring,----
*N1CCC2(CC1)CN(*)CCN2*,27,3,Ring,---
*c1ccc2c(c1)NC(=*)c1nc(*)[nH]c1-2,27,3,Ring,-=-
*C1NC(=*)CN(*)C(=*)C=CC(=*)NC(=*)C(*)C(*)OC1=*,27,9,Ring,-=-===--=
*c1cc2sc(*)nc2cn1,27,2,Ring,--
*c1cc2c(cc1*)SCO2,27,2,Ring,--
*c1ccc2c(c1)oc1c(*)c(*)cc3c1-n2cc(*)c3=*,27,5,Ring,----=
*C1CCC2C(*)C(*)OC3OC4(*)CCC1C32O4,27,4,Ring,----
*c1ccc2c(c[n+]3c4c2cc(*)c2c5c(cc(c24)CC3)OCO5)c1*,27,3,Ring,---
*c1cc(*)c2c3c([nH]c2c1*)CCN(*)C3,27,4,Ring,----
*C1=Nc2cc(*)ccc2Nc2nn(*)cc21,27,3,Ring,---
*C1=CN(*)c2c(sc(*)c2*)C1=*,27,5,Ring,----=
*c1cn2c(*)nnc2s1,27,2,Ring,--
*c1ccc2nc(*)c3nccn3c2c1,27,2,Ring,--
*C1CCC2(*)C(CCC3(*)C2CC2C4=C5C(*)(CCC5(*)N5C(=*)N(*)C(=*)N25)CCC43*)C1(*)*,27,11,Ring,-----=-=---
*c1n[nH]c2c1CC(*)CC2,27,2,Ring,--
*N1CCCCc2sccc21,27,1,Ring,-
*C1CCC2CCC(*)N2C1=*,27,3,Ring,--=
*N1CC2CC(C1)C1CCCC(=*)N1C2,27,2,Ring,-=
*C1CN(*)C2(CCN(*)C2=*)C1,27,4,Ring,---=
*c1ccc2c(c1)C13CCN(*)C(C2)C1CC(*)C(=*)C3,27,4,Ring,---=
*C1COC(=*)C(*)N1,27,3,Ring,-=-
*c1ccc2c(c1)CCC1C2CCC2(*)C(=*)N(*)C(=*)CC12,27,5,Ring,--=-=
*C1=Nc2sc3c(c2C(=*)N1)CCC(*)C3,27,3,Ring,-=-
*c1ccc2c(n1)nc(*)n2*,27,3,Ring,---
*N1CCC2(CC1)CC2(*)*,27,3,Ring,---
*c1ncc2c(n1)N(*)c1ccccc1C(=*)N2,27,3,Ring,--=
*C1=C(*)C2(C(=*)N(*)c3ccccc32)c2c(c3ccccc3c3nc4ccccc4nc23)O1,27,4,Ring,--=-
*C1CC(=*)CC(*)N1,27,3,Ring,-=-
*c1nc2c(*)cnn2c2ccccc12,27,2,Ring,--
*c1ccc2c(c1)CC1CCC(C2)C12CN(*)S(=*)(=*)N2,27,4,Ring,--==
*c1ccc2oc3ncc(*)c(*)c3c2c1,27,3,Ring,---
*C1COC(=*)C1(*)*,27,4,Ring,-=--
*C1=NOC2(*)CN(*)CC12,27,3,Ring,---
*c1cc(*)c2c(c1)c1c(n2*)C(*)CC1,27,4,Ring,----
*c1cc2c(cc1*)C(=*)C1=C(O2)C(=*)N(*)C1*,27,6,Ring,--==--
*C1=NC(*)(*)C(*)OC1,27,4,Ring,----
*c1cc(*)c2c(c1)N(*)CC2,27,3,Ring,---
*C1C2CCC1Cc1ccccc1C2,27,1,Ring,-
*c1cnc(*)c2c1CCN(*)C2=*,27,4,Ring,---=
*c1cc2c(*)c(*)ccc2cn1,27,3,Ring,---
*C1=C(*)c2c(*)cc(*)cc2NC1=*,27,5,Ring,----=
*C1=CCC(*)C2(*)CCC3C(=*)C(=*)OC3C12,27,5,Ring,---==
*c1cccc2nc3c(nc12)-c1ccccc1C3=*,27,2,Ring,-=
*c1ccc2[nH]c3c(c2c1)CCC(*)C3,27,2,Ring,--
*c1cc(*)c2nnc3c(*)nc(*)n3c2c1,27,4,Ring,----
*c1cccc2oc3ccccc3c12,27,1,Ring,-
*C1=NOCc2ccccc21,27,1,Ring,-
*C1CCC2=NN(*)C(=*)N2CC1,27,3,Ring,--=
*C1CC2(CC2)CNC1*,27,2,Ring,--
*c1ccc2nnnn2c1,27,1,Ring,-
*C1=Nc2cc(*)cc(*)c2C(=*)N1*,27,5,Ring,---=-
*c1c2c(c(*)c3c1Oc1ccccc1O3)C(=*)OC2,27,3,Ring,--=
*c1ccc2ccc(*)c-2cc1,27,2,Ring,--
*C1CON(*)C1=*,27,3,Ring,--=
*N1S(=*)(=*)c2ccccc2S1(=*)=*,27,5,Ring,-====
*C1C(*)(*)CC=CC12COC(=*)C13C(=*)C(=*)C(CCC21)C3*,27,7,Ring,---===-
*c1ccc2c(c1)CC(*)C(*)O2,27,3,Ring,---
*c1cccc2c1C(*)c1c(*)cccc1C2=*,27,4,Ring,---=
*c1cc(*)c2ccc(*)c(*)c2c1,27,4,Ring,----
*C1(*)C2CCC(C2)C1(*)*,27,4,Ring,----
*c1ccc2c(c1)C(=*)CC[Se]2,27,2,Ring,-=
*C1=Nc2c(c3nc4ccccc4nc3n2*)C(=*)N1*,27,4,Ring,--=-
*c1ccc(*)c2nc3ccccc3cc12,27,2,Ring,--
*C1CS(=*)(=*)NC1*,27,4,Ring,-==-
*c1ccc2c(c1)Oc1ccccc1C(=*)N2*,27,3,Ring,-=-
*c1cnc2nc(*)ccc2n1,27,2,Ring,--
*C1=C(*)C(=*)N(*)C(=*)C1=*,27,6,Ring,--=-==
*c1cccc2c1-c1noc(*)c1C(=*)N2*,27,4,Ring,--=-
*C1CS(=*)(=*)N(*)C1=*,27,5,Ring,-==-=
*c1sc2cccc[n+]2c1*,27,2,Ring,--
*N1CCS(=*)(=*)c2ccccc2C1,27,3,Ring,-==
*c1nc2c(*)cccc2c2c1CCN2*,27,3,Ring,---
*C1CC2CCC3C4CCC(*)C4(*)CC(=*)C3C2(*)CC1*,27,6,Ring,---=--
*C1=NC(*)(*)C(=*)N1,27,4,Ring,---=
*c1nc2nnc(*)n2c1=*,27,3,Ring,--=
*c1cnc2nc(*)c(*)n2c1,27,3,Ring,---
*c1ccc2nc3c(=*)c4cc(*)ccc4n3c(=*)c2c1,27,4,Ring,-=-=
*C1N(*)C2CCCC1(*)C2,27,3,Ring,---
*c1cn2nc(*)cc(*)c2n1,27,3,Ring,---
*C1=C(*)C(*)(*)CC(*)C1,27,5,Ring,-----
*c1ccc2c(c1)C1OCCN(*)C1CC2,27,2,Ring,--
*c1cc2c(cn1)cc(*)n2*,27,3,Ring,---
*c1cccn2c1c(*)c1c(=*)c3cccnc3c(=*)c12,27,4,Ring,--==
*C1COC2(CCC3(*)C(CCC4C5CCC(*)C5(*)CCC43)C2)OO1,27,4,Ring,----
*N1Nc2c(cnc3ccccc23)C1=*,27,2,Ring,-=
*c1ccc2c(c1)-c1nn(*)c3ccc(*)c(c13)N2,27,3,Ring,---
*c1c2c(cc3c1OCO3)C13C=CC(*)CC1N(C2)CC3*,27,3,Ring,---
*C1=[N+](*)c2ccc3ccccc3c2C1(*)*,27,4,Ring,----
*c1cccc2nn(*)nc12,27,2,Ring,--
*C1=C(*)C2C3CCC(CC3)C2N(*)C1=*,27,4,Ring,---=
*C1=CNC2=C(*)CCC(*)N2C1=*,27,4,Ring,---=
*c1cccc2c1OCC(*)O2,27,2,Ring,--
*C1CCCC(*)c2cc(ccn2)-c2ccccc2NC1=*,27,3,Ring,--=
*c1nnc2n1C(*)(*)Cc1ccccc1-2,27,3,Ring,---
*C1c2ccccc2C2NCCCC12,27,1,Ring,-
*c1nc2ccccc2c2cc[nH]c12,27,1,Ring,-
*C1(*)CC2OC1(*)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=*)NC4,27,4,Ring,---=
*c1cc(=*)c2c(nc3n2C2OCC(*)C2OC3)c1=*,27,4,Ring,-=-=
*C1NC(=*)NC2=C1C(=*)CC(*)(*)C2,27,5,Ring,-==--
*C1CCCCNC(=*)C(*)NC(=*)C(*)N(*)C(=*)C(*)NC(=*)C(*)NC1=*,27,11,Ring,-=-=--=-=-=
*C1=C(*)S(=*)(=*)c2ccccc21,27,4,Ring,--==
*c1cc(*)c(*)[se]1,27,3,Ring,---
*C1=NC2=C(CCCN2*)C(=*)N1,27,3,Ring,--=
*c1nc(*)c2c(n1)NCC(*)C2,27,3,Ring,---
*C1CCC(=*)C(*)O1,27,3,Ring,-=-
*c1ccc2c(*)c3c(cc2c1)C(=*)OC3,27,3,Ring,--=
