smiles,occurrence,degree,type,bonds
*c1ccnc(-n2cccn2)c1,25,1,Ring,-
*N1CCN(c2nc[nH]n2)CC1,25,1,Ring,-
*c1ccc(-c2c(-c3ccc(*)cc3)c(=*)oc2=*)cc1,25,4,Ring,--==
*c1cc2nc(N3CCOCC3)nc(*)c2cc1*,25,3,Ring,---
*c1ccc2c3n(*)c(=*)c4cc(*)c(*)cc4c=3c(=*)c2c1,25,6,Ring,--=--=
*c1ccc2c(=*)n(-c3ccccc3)c(=*)c2c1,25,3,Ring,-==
*c1ccccc1-c1nnc(*)n1-c1ccccc1,25,2,Ring,--
*c1ncnc2cc3c(cc12)N(*)CCCO3,25,2,Ring,--
*c1ncc(*)c(-c2c[nH]c(*)c2)n1,25,3,Ring,---
*N1CCOc2cc(-c3cnc4[nH]ccc4c3)ccc2C1=*,25,2,Ring,-=
*c1ccc2c(c1)c(N1CCCC1=*)c(*)n2*,25,4,Ring,-=--
*c1ncc2c(n1)CCCC2,25,1,Ring,-
*c1ccccc1C1c2[nH]c3ccccc3c2CCN1*,25,2,Ring,--
*c1cccc(-n2c(*)c(*)c(=*)c2=*)c1,25,5,Ring,---==
*c1nc2cncnc2n1C1OC(*)C(*)C1*,25,4,Ring,----
*c1ccc2c(*)cc(-c3ccccc3)nc2n1,25,2,Ring,--
*c1ccc2c(c1)OC1(CCN(*)CC1)CC2=*,25,3,Ring,--=
*c1ccc(*)c(-c2cc3c(cc2*)C(*)(*)CC(=*)N3*)c1,25,7,Ring,-----=-
*c1cc(-c2ccccc2)ns1,25,1,Ring,-
*c1cnc2c(n1)N(*)C(=*)N2,25,3,Ring,--=
*c1cc2c(cc1*)C(=*)c1c(*)cc(*)c(*)c1O2,25,6,Ring,--=---
*c1ccc(-c2c(*)c(*)nc3sc4c(c23)CCCC4)cc1,25,3,Ring,---
*N1CCC(n2cc(-c3ncnc4[nH]ccc34)cn2)CC1,25,1,Ring,-
*c1c[se]c(*)n1,25,2,Ring,--
*c1nc(=*)sc1=*,25,3,Ring,-==
*C1CCCOCC1,25,1,Ring,-
*C1=NS(=*)(=*)N(*)c2nc(*)c(*)nc21,25,6,Ring,-==---
*C1CCC2C(*)C(=*)OC3OC4(*)CCC1C32O4,25,4,Ring,--=-
*C1CNC(*)CN1,25,2,Ring,--
*C1C2CCC(*)(C1*)C2(*)*,25,5,Ring,-----
*c1ccc(-c2c(*)nc3c(*)cccn23)cn1,25,3,Ring,---
*c1cc(-c2nnc(*)n2*)n[nH]1,25,3,Ring,---
*C1CCCN(C2CCOCC2)C1,25,1,Ring,-
*c1ccc2c(c1)CC1C3CCCCC23CCN1*,25,2,Ring,--
*c1cc2cc(*)[nH]c2cn1,25,2,Ring,--
*C1=CN2CC(=*)N(*)c3cc(*)cc(c32)C1=*,25,5,Ring,-=--=
*c1cc2c3c4c(=*)[nH]c(=*)c4c(-c4ccccc4*)cc3n(*)c2cc1*,25,6,Ring,-==---
*c1cc2c(s1)-c1ccccc1N(*)CC2,25,2,Ring,--
*c1ccc(*)c(C2(*)CCN(*)CC2)c1,25,4,Ring,----
*c1ccc(C2Nc3ccccc3C(=*)N2c2ccc(*)cc2)cc1,25,3,Ring,-=-
*c1ccc2ncc(*)nc2n1,25,2,Ring,--
*c1ccc(C2CC(=*)c3c(*)cc(*)c(*)c3O2)c(*)c1,25,6,Ring,-=----
*c1cncc(-c2cnc3[nH]c4c(*)cc(*)cc4c3c2-n2ccc(*)n2)c1,25,4,Ring,----
*C1=C2CCC(*)(*)C2C2OC(=*)C(=*)C2CC1,25,5,Ring,---==
*c1cccc(-c2ccc(*)c(*)c2*)c1,25,4,Ring,----
*c1cn2c(N3CCN(*)CC3)cccc2n1,25,2,Ring,--
*c1ccc(N2C(=*)c3sc4ccccc4c3N(*)C2=*)cc1,25,4,Ring,-=-=
*c1c[nH]nc1C1CCCCC1,25,1,Ring,-
*c1nc(N2CCCC2)nc2c1CCN(*)CC2,25,2,Ring,--
*c1sc(*)c2c1CCCC2=*,25,3,Ring,--=
*N1CCCC2(CCCC(=*)N2*)C1,25,3,Ring,-=-
*c1ncnc2ccc(-c3ccoc3)cc12,25,1,Ring,-
*c1ccc2c(=*)c3ccccc3c3nccc1c23,25,2,Ring,-=
*c1ccnc(N2CCCC(*)C2)n1,25,2,Ring,--
*c1cc(*)c2c(c1*)OC1=C(C(=*)C(*)(*)C(=*)C1(*)*)C2*,25,10,Ring,---=--=---
*c1ccc(*)c(C23CC4CC(CC(C4)C2)C3)c1,25,2,Ring,--
*c1cn2c(n1)OC(*)C2,25,2,Ring,--
*c1ccc2c3c(nn2*)-c2ccccc2Sc13,25,2,Ring,--
*c1cc(*)c(*)c(-c2cnc(*)c(*)c2)c1,25,5,Ring,-----
*c1ncnc2c1c(-c1cnn(*)c1)nn2*,25,3,Ring,---
*c1cccc(C2=CN(*)C(=*)N(*)C2=*)c1*,25,6,Ring,--=-=-
*C1CCC2SCC(*)N2C1=*,25,3,Ring,--=
*c1cccc(C2CC34CCC2(*)C2Oc5c(*)ccc6c5C23CCN(*)C4C6)c1,25,4,Ring,----
*c1nc(=*)c(=*)n1-c1ccccc1,25,3,Ring,-==
*c1cccc(C2CCC(*)C2)c1,25,2,Ring,--
*c1csc(C2CCCC2)n1,25,1,Ring,-
*N1CC2CNCC2(*)C1,25,2,Ring,--
*c1cccc(-c2nc(*)c(*)c(*)n2)c1,25,4,Ring,----
*c1nnc2ccc(N3CCOCC3)nn12,25,1,Ring,-
*c1ccc(C2=CC(=*)c3cc(*)cc(*)c3O2)cc1,25,4,Ring,-=--
*c1c[nH]c2ccc3c(c12)CCNC3=*,25,2,Ring,-=
*c1cccc(-c2nc3c(nc(*)c4ncn(*)c43)s2)c1,25,3,Ring,---
*c1ccc2c(c1)C13CCN(*)C(C2)C1C(*)C(*)C(=*)C3,25,5,Ring,----=
*c1ccccc1-c1nc(-c2ccccc2)no1,25,1,Ring,-
*c1ccn2c(*)c(*)c(*)c2c1,25,4,Ring,----
*N1CCC(*)(c2ccc3c(c2)OCO3)CC1,25,2,Ring,--
*n1c(-c2ccccc2)cc(=*)c1=*,25,3,Ring,-==
*c1noc(-c2cccs2)n1,25,1,Ring,-
*c1ccn(C2CCCC2)n1,25,1,Ring,-
*=C1NCCO1,25,1,Ring,=
*c1ccc(-n2cnc(*)c2-c2ccc(*)c(*)c2)cc1,25,4,Ring,----
*c1ccc(C2CC(*)NCC2*)cc1*,25,4,Ring,----
*C1CC(=*)C(*)(*)C2C3CC4CC12CC4(*)O3,25,5,Ring,-=---
*C1=C2NCC3C(CCC4(*)C(*)CCC34)C2(*)CCC1=*,25,5,Ring,----=
*c1cc2ccccc2c(-c2ccccc2*)n1,25,2,Ring,--
*c1ccc2c(c1)Oc1cc(*)ccc1C21OC(=*)c2ccccc21,25,3,Ring,--=
*c1cccnc1-n1ccnc1*,25,2,Ring,--
*c1ccc(*)c(-c2cc(*)n(*)n2)c1,25,4,Ring,----
*N1CCCC2(CCNC2)C1,25,1,Ring,-
*c1ncc(*)c(-c2ccc3scnc3c2)n1,25,2,Ring,--
*c1cc(*)c2ccc(*)nc2c1,25,3,Ring,---
*c1c[nH]c2ncnc(N3CCN(*)CC3)c12,25,2,Ring,--
*C1=Cc2cccc(*)c2C(=*)N1*,25,4,Ring,--=-
*c1ccc(-c2cc3c(cc2*)ncc2nc(*)n(C4CCN(*)CC4*)c23)c(*)c1,25,6,Ring,------
*c1c2c(nc3ncnn13)CCC2,25,1,Ring,-
*c1ccc(-c2nc3ccc(C4(c5ccccc5)CC4)nc3s2)c(*)c1,25,2,Ring,--
*c1nccc(N2CCOCC2)n1,25,1,Ring,-
*c1ccc(C2CC(c3ccc4ccccc4c3)=NN2*)cc1,25,2,Ring,--
*C1C(*)(*)CCCC1(*)*,25,5,Ring,-----
*C1CC(*)(c2ccccc2)C1,25,2,Ring,--
*c1ncc2c(n1)-c1sc(*)nc1CC2,25,2,Ring,--
*c1ccc(-c2cc(*)c(-c3nc(-c4c(*)cccc4*)nn3*)s2)cc1,25,5,Ring,-----
*n1ccnc1-c1cc2n(n1)CCCNC2,25,1,Ring,-
*C1OP(=*)(c2ccccc2)C(*)C(*)C1*,25,5,Ring,-=---
*c1ccc(-c2nc(*)nc3ccsc23)cn1,25,2,Ring,--
*c1cccc2c1N(*)CC(=*)C2=*,25,4,Ring,--==
*c1ccccc1-n1c(*)nc(*)c1*,25,4,Ring,----
*c1ccc(-c2nnc(C3(c4ccc(*)cc4)CCC3)n2*)cc1,25,3,Ring,---
*c1nc(*)c(N2CCN(*)CC2)o1,25,3,Ring,---
*C1=C(C2=NS(=*)(=*)c3cc(*)ccc3N2)C(=*)N(*)C2CCCC12,25,6,Ring,-==-=-
*c1oc2c(c1*)C(=*)N(*)C(=*)N2*,25,6,Ring,--=-=-
*c1cc(-c2ccccc2)n2nc(*)nc2n1,25,2,Ring,--
*c1ccc2c(c1)OC(=*)N(*)C2=*,25,4,Ring,-=-=
*c1nonc1-c1nnc(*)n1*,25,3,Ring,---
*C1OC(=*)C2C3CCC(O3)C12,25,2,Ring,-=
*c1ccc(-c2cc(-c3ccccc3)c(*)c(*)n2)cc1,25,3,Ring,---
*c1nc2ccccc2n2nc(-c3ccco3)nc12,25,1,Ring,-
*N1CCC2(CCNC2=*)CC1,25,2,Ring,-=
*C1CN(c2ccccc2)C(=*)C1*,25,3,Ring,-=-
*C1C(=*)N(*)c2ccccc2OC12CCOCC2,25,3,Ring,-=-
*C1=CCNCC1,25,1,Ring,-
*c1nc2c(n1*)C(=*)CCCC2,25,3,Ring,--=
*N1CCOCCOCCOCC1,25,1,Ring,-
*N1CC(=*)c2ccccc2S1(=*)=*,25,4,Ring,-===
*C1CC(*)(*)N(*)C1c1nccs1,25,4,Ring,----
*C1=Nc2sc3c(c2C(=*)N1c1ccccc1)CCN(*)C3,25,3,Ring,-=-
*c1ccc(-n2nc(*)c3c(*)c(*)c(*)nc32)cc1,25,5,Ring,-----
*c1ccc(-c2nc(*)nc(N3CCOCC3)n2)cc1,25,2,Ring,--
*C1NC(=*)N(*)CCCCC=CC2CC2(*)NC1=*,25,5,Ring,-=--=
*c1ccc(-c2cc3cccc(-c4nn(C5CCOCC5)c5c4CN(*)CC5)c3cn2)cn1,25,2,Ring,--
*c1ccc(-c2ncn(*)c2-c2ccnc(*)n2)cc1,25,3,Ring,---
*C1C(=*)OC(=*)C1=*,25,4,Ring,-===
*c1ccc2c(c1)-c1c(cnn1*)CO2,25,2,Ring,--
*c1cc(-c2ccccc2)n(-c2ccccc2)n1,25,1,Ring,-
*C1CCC2CC(=*)N(*)C3OC4(*)CCC1C23OO4,25,4,Ring,-=--
*c1cccc(-n2cnnc2*)c1,25,2,Ring,--
*c1ccc(*)c(N2CCOCC2)n1,25,2,Ring,--
*c1c(*)[n+](*)cn1*,25,4,Ring,----
*c1cccc(N2C(=*)CSC23C(=*)N(*)c2ccccc23)c1,25,4,Ring,-==-
*c1nc(*)c2[nH]ccc2n1,25,2,Ring,--
*c1cccc(-c2ccnc3[nH]c(C4CCN(*)CC4)cc23)n1,25,2,Ring,--
*c1ccc(C2(*)CCC(*)(*)CC2)cc1,25,4,Ring,----
*c1cc(*)c2c(c1)Cc1cccc(*)c1C2=*,25,4,Ring,---=
*c1ccc(N2CCOCC2)nc1*,25,2,Ring,--
*c1ccc2c(c1)CC(=*)N(*)C2=*,25,4,Ring,-=-=
*c1nc2ccccc2nc1-c1cccs1,25,1,Ring,-
*C1CCC2C3C(=*)CC4CC(=*)CCC4(*)C3CC(=*)C12*,25,6,Ring,-==-=-
*c1ccc2[nH]c(=*)c3c(-c4ccc[nH]4)cc(*)c1c23,25,3,Ring,-=-
*C1=C(*)C(c2ccc(*)cc2)c2sc(*)nc2O1,25,4,Ring,----
*C1=CC(*)(*)N(*)C(*)(*)C1,25,6,Ring,------
*c1nc(*)c2cc3cc(*)c(*)cc3nc2n1,25,4,Ring,----
*C1=CCCC(*)C1(*)*,25,4,Ring,----
*c1ccc(-c2cccc3ccccc23)cc1,25,1,Ring,-
*c1ccc2c3ncn(*)c(*)c-3nc2c1,25,3,Ring,---
*N1CC(=*)N2C(Cc3c([nH]c4ccccc34)C2c2ccc3c(c2)OCO3)C1=*,25,3,Ring,-==
*C1=CC(c2ccc(*)cc2)=NN(*)C1=*,25,4,Ring,---=
*c1cccc(-c2cccn3nc(*)nc23)c1,25,2,Ring,--
*C1(*)CCCCC1=*,25,3,Ring,--=
*C1CCCC2=C1C=CC(=*)N2,25,2,Ring,-=
*=C1c2ccccc2N=C2CCCN12,25,1,Ring,=
*c1ccc(-n2nc(*)c3ccccc32)cc1*,25,3,Ring,---
*c1cc(*)c(-n2cc(*)nn2)c(*)c1,25,4,Ring,----
*c1ccc(-c2csc3ccnc(*)c23)cc1,25,2,Ring,--
*c1cc2nc(N3CCCCC3)nc(*)c2cc1*,25,3,Ring,---
*c1cc2c(*)c3c(=*)c4ccccc4c(=*)c3c(*)c2o1,25,5,Ring,--==-
*C1=NC=CN(c2ccc(*)cc2)C1=*,25,3,Ring,--=
*C1CN(*)C(*)C(*)(*)C1,25,5,Ring,-----
*c1ccc(-c2ccc(-c3noc(*)n3)cc2*)cc1,25,3,Ring,---
*c1ccc(-n2cnc(N3CCOCC3)n2)cc1,25,1,Ring,-
*c1ccc(-c2n[nH]cc2*)cc1*,25,3,Ring,---
*c1ccc(-c2c(-c3ccncc3)cnn2*)cc1,25,2,Ring,--
*c1nc(*)n2ccnc2n1,25,2,Ring,--
*C1=C(*)C(*)C(=*)NC1=*,25,5,Ring,---==
*n1ccc2cncnc21,25,1,Ring,-
*c1cc2nc3n(c2cc1*)CC1CC(*)N(*)C31,25,4,Ring,----
*C1CCCOC12CCN(*)CC2,25,2,Ring,--
*c1cc(*)c2c(c1*)OC(c1ccccc1)CC2=*,25,4,Ring,---=
*c1nnn2c1CN(*)CC2,25,2,Ring,--
*C1CC2C(=*)N(*)CCCCC=CC3CC3(*)NC(=*)N2C1,25,5,Ring,-=--=
*c1cn(C2CC(=*)N3CC4CCCN5CCCC(C45)C3C2)nn1,25,2,Ring,-=
*C1=CC2=C(*)C(=*)C(*)(*)C(*)C2=CO1,25,6,Ring,--=---
*c1nnc2ccc(-c3ccncc3)nn12,25,1,Ring,-
*c1cc(N2CC(*)OC2=*)cc(*)c1N1CC2C(*)C2C1,25,5,Ring,--=--
*c1ccc2c(c1)C=CNC2=*,25,2,Ring,-=
*c1cc(C2=CCN(*)CC2)cnc1*,25,3,Ring,---
*C1Cc2c(-c3ccc4c(c3)OCO4)ccnc2O1,25,1,Ring,-
*c1cc2c([nH]c3ccccc32)c(-c2ccccc2*)n1,25,2,Ring,--
*C1COP(*)(=*)N1,25,3,Ring,--=
*C1CNCCCO1,25,1,Ring,-
*c1cc2c(*)c3c(=*)c4ccccc4c(=*)c3c(*)c2s1,25,5,Ring,--==-
*c1cc(*)cc(-c2[nH]c3c(c2*)CN(*)CC3)c1,25,4,Ring,----
*c1nccc(-n2ccc3c(N4CCC(*)CC4)cccc32)n1,25,2,Ring,--
*C1CCC2(*)C(*)CCC2(*)C1*,25,5,Ring,-----
*c1ccc2ncc(-c3cnc(*)nc3)n2n1,25,2,Ring,--
*C1=COc2c(*)cc(*)cc2C1=*,25,4,Ring,---=
*c1cc2c([nH]1)C(=*)N(*)C=C2c1ccccc1*,25,4,Ring,-=--
*C1=NC(=*)N2C=CC=CC2=N1,25,2,Ring,-=
*N1CCC(N2C(=*)Nc3ccccc3C2c2ccccc2)CC1,25,2,Ring,-=
*C1=CC(=*)C2CC1C2(*)*,25,4,Ring,-=--
*c1ccc(-c2nn(-c3ccccc3)cc2*)o1,25,2,Ring,--
*c1ccc(-c2cnc3nc(*)nc(*)c3n2)cc1,25,3,Ring,---
*C1=Cc2ccccc2CC1,25,1,Ring,-
*c1cccc(-c2cccc3nc(*)nn23)c1,25,2,Ring,--
*c1ncnc2c1ncn2C1C=CC(*)O1,25,2,Ring,--
*c1ccc2[nH]nc(-c3ccc4nccn4c3)c2c1,25,1,Ring,-
*C1=NC2(N=C1*)c1cc(-c3cncc(*)c3)ccc1CC21CCC(*)CC1,25,4,Ring,----
*c1cnnc(*)c1*,25,3,Ring,---
*c1oc2ncnc(N3CCCCC3)c2c1*,25,2,Ring,--
*C1=CN(*)c2c(c(*)nn2*)C1=*,25,5,Ring,----=
*c1cnc(N2CCC(c3nc(*)cs3)CC2)nc1,25,2,Ring,--
*c1ncccc1-c1ccncn1,25,1,Ring,-
*C1OC=C2C(=*)OCC=C2C1*,25,3,Ring,-=-
*c1ccc(*)[se]1,25,2,Ring,--
*c1cnc2nccn2c1,25,1,Ring,-
*c1ccc(C23CCC(*)C2C3)cc1,25,2,Ring,--
*c1ccc(-c2nn(*)c(N3CCN(*)CC3)c2-c2ccc3nc(*)cn3n2)cc1,25,4,Ring,----
*c1cc(-c2ccncc2)no1,25,1,Ring,-
*c1nnc(-c2ccco2)c(-c2ccco2)n1,25,1,Ring,-
*c1cccc(-c2csc(N3CCC4(*)CC4C3)n2)c1*,25,3,Ring,---
*C1C(c2ccccc2)C(*)N1*,25,3,Ring,---
*C1=NC2C(N=CN2*)C(=*)N1,25,3,Ring,--=
*N1CCC2(CC1)C(=*)NCN2*,25,3,Ring,-=-
*C1CC2(*)C(CCC2(*)*)C2CCC3=CC(=*)CCC3(*)C12*,25,7,Ring,----=--
*c1cccc(-c2cn3ccccc3n2)c1,25,1,Ring,-
*C1C=C2c3cccc4c3c(cn4*)CC2N(*)C1,25,3,Ring,---
*c1ccc2c(c1)C(*)c1ccccc1O2,25,2,Ring,--
*c1ccc(-c2ccc(-c3cccc(*)c3)n2*)cc1,25,3,Ring,---
*c1nc(*)c(-c2ccc(*)c3ccccc23)s1,25,3,Ring,---
*c1nnc2ccc3ccccc3n12,25,1,Ring,-
*c1cnc2sc(*)c(*)c2c1,25,3,Ring,---
*C1=Nc2cccc3cccc1c23,25,1,Ring,-
*c1cc2cc3ncc(*)c(*)c3cc2cc1*,25,4,Ring,----
*C1=Nn2c(nnc2-c2cc(*)c(*)c(*)c2)SC1,25,4,Ring,----
*c1ccccc1-c1n[nH]cc1*,25,2,Ring,--
*C1CCN(*)CC(*)(*)C1,25,4,Ring,----
*C1CCC2(*)C(=CCC3C2CCC2(*)C3CC3OC(*)C(*)C32)C1,25,5,Ring,-----
*c1cccc2c1CCC(*)C2=*,25,3,Ring,--=
*c1ncc2cc3n(c2n1)C1(CCCC1)CNC3=*,25,2,Ring,-=
*c1ccc2c(nnn2*)c1*,25,3,Ring,---
*C1=Nn2cccc2C(=*)N1c1ccccc1,25,2,Ring,-=
*C1CCc2[nH]ncc2C1,25,1,Ring,-
*c1noc(-c2cccnc2*)n1,25,2,Ring,--
*n1n[n+](*)c2c(=*)c3ccccc3c(=*)c21,25,4,Ring,--==
*c1ncnc2c1sc1ccccc12,25,1,Ring,-
*c1ccc(-c2cc(*)c(*)c(*)c2)c(*)c1,25,5,Ring,-----
*C1C=CCC1*,25,2,Ring,--
*c1ccc(*)c(-c2ccc3nnc(*)n3c2)c1,25,3,Ring,---
*C1OC(N2CCC(=*)NC2=*)C(*)C1*,25,5,Ring,-==--
*c1cc(*)c2c(n1)N(*)C(=*)C=C2,25,4,Ring,---=
*C1=NC(*)=C2N(C1=*)C(*)CC2(*)*,25,6,Ring,--=---
*c1cccc(-c2c(*)nnn2C2CCNCC2)n1,25,2,Ring,--
*C1=CCC(c2cccc(*)c2)N(*)C1c1ccc(*)cc1,25,4,Ring,----
*C1CN(*)CC12CCN(*)C2=*,25,4,Ring,---=
*c1ccc(*)c(N2Cc3cnc(*)nc3N(C3CCN(*)C3)C2=*)c1,25,5,Ring,----=
*C1C2CCCC12,25,1,Ring,-
*c1cc(*)c(-n2nnnc2*)c(*)c1,25,4,Ring,----
*c1ccc2c(c1)C=CN(*)C(=*)C2*,25,4,Ring,--=-
*c1nc(*)c2c(n1)CNCC2,25,2,Ring,--
*=C1N=C(c2ccccc2)N(c2ccccc2)S1,25,1,Ring,=
*c1ccc(-c2nc(N3CCOCC3)sc2*)cc1,25,2,Ring,--
*c1nn(-c2nc3ccccc3s2)c(*)c1*,25,3,Ring,---
*c1cc2c(c(*)c1*)NC(=*)C(=*)N2,25,5,Ring,---==
*N1CCNC(=*)CC1c1ccccc1,25,2,Ring,-=
*c1ccc(C2CN(*)C(*)CO2)cn1,25,3,Ring,---
*C1=NC(*)(*)CO1,25,3,Ring,---
*c1ccc2c(c1)nc(-c1ccccc1)n2*,25,2,Ring,--
*c1cccc(C2=Cc3ccccc3OC2=*)c1,25,2,Ring,-=
*c1ccc2c(=*)ccc(=*)c2c1,25,3,Ring,-==
*c1ccc2c(c1)nnn2C1CCCC1,25,1,Ring,-
*c1nc(-c2c[nH]c3ncccc23)cs1,25,1,Ring,-
*c1cc(-c2c(*)c(=*)oc2=*)cc(*)c1*,25,6,Ring,--==--
*c1cccc2c1C(=*)N(c1ccccc1)C(C1CCCN1c1ncnc(*)c1*)=N2,25,4,Ring,-=--
*C1=NC(*)=C2C(*)CC(*)N2C1=*,25,5,Ring,----=
*C1=CN(C2OC(*)C(*)C2*)C(=*)N(*)C1=*,25,7,Ring,----=-=
*C1=CN2CCN(*)CC2=CC1=*,25,3,Ring,--=
*c1ccc(-c2c(*)c3n(c2C2CC2)CCN(*)C3)cc1,25,3,Ring,---
*c1cccc(-c2[nH]c3ccccc3c2*)c1,25,2,Ring,--
*c1ccc2nc(-c3ccc(*)c(*)c3)cn2c1,25,3,Ring,---
*c1cc2c(c(-c3nc4c(*)cc(*)cc4s3)c1)N=CN(*)C2=*,25,5,Ring,----=
*c1cccc(N2CCCC2)c1*,25,2,Ring,--
*N1CC(c2n[nH]c(-c3ccccn3)n2)C1,25,1,Ring,-
*c1ccc(C2OC(=*)N(*)C2*)cc1,25,4,Ring,-=--
*c1ccncc1-c1cccnc1,25,1,Ring,-
*c1ccnc2cc3ccccc3cc12,25,1,Ring,-
*C1=C(c2cccc(*)c2)C(=*)n2c(nc(*)c2*)N1*,25,6,Ring,--=---
*c1ccc2nnnn2c1,25,1,Ring,-
*N1C(=*)N(*)c2ncccc21,25,3,Ring,-=-
*c1ccc(C2(*)CC(=*)N(*)C2=*)cc1,25,5,Ring,--=-=
*c1cnc(N2CCC(*)CC2)cn1,25,2,Ring,--
*c1cc(*)[n+](*)c(*)n1,25,4,Ring,----
*c1noc(*)c1-c1ccc(*)c2occc12,25,3,Ring,---
*c1ccc(-c2c(*)nn3c(*)nc(*)nc23)c(*)n1,25,5,Ring,-----
*c1cc(N2CCN(*)C(*)C2)nc(*)n1,25,4,Ring,----
*c1cccn2ncc(*)c12,25,2,Ring,--
*c1cccc(N2C(=*)C3CCC4C(=*)CC(*)C(*)C4C3C2=*)c1,25,6,Ring,-==--=
*c1nc(C2=CC(=*)N(*)C=C2)cc(-c2cccc(*)c2*)n1,25,5,Ring,-=---
*C1=C(*)c2sc3c(c2CC1)C(=*)N1CCCCCC1=N3,25,3,Ring,--=
*N1C(=*)c2c(sc3c2CCCC3)N(*)C1=*,25,4,Ring,-=-=
*n1nnc2c1C(*)(*)C1CCC3(*)C(CCC4C5C6OCC5(CCC6(*)*)CCC43*)C1(*)C2,25,8,Ring,--------
*c1ccc2c(c1)C(=*)NNC2=*,25,3,Ring,-==
*c1ccc(N2CCC(*)C2=*)cc1*,25,4,Ring,--=-
*c1nc(-n2c(*)cc3c(*)cccc32)nc2c1COCC2,25,3,Ring,---
*c1ccc2cc3cc(*)sc3nc2c1,25,2,Ring,--
*c1cc2c(cc3c(*)nnc(*)n32)s1,25,3,Ring,---
*c1ccc(-n2cc(*)c(-c3ccncc3)n2)cc1,25,2,Ring,--
*C1CCC2(CC1)OOC1(CCCCC1)OO2,25,1,Ring,-
*C1=CC(=*)c2c(*)cc(*)c(*)c2O1,25,5,Ring,-=---
*C1(c2cccs2)CCCCC1,25,1,Ring,-
*c1nnc(-c2ccc(*)c(*)c2)c(-c2ccc(*)c(*)c2)n1,25,5,Ring,-----
*c1ccc(-c2nncn2*)cc1*,25,3,Ring,---
*N1CCCc2ccccc2C1,25,1,Ring,-
*C1=NC(=*)N(C2CCC(*)C(*)O2)C=C1,25,4,Ring,-=--
*C1=C(*)C(c2cccc(*)c2)n2nc(*)nc2N1,25,4,Ring,----
*c1ccnc2[nH]c3ccccc3c12,25,1,Ring,-
*c1ccc(-c2cccnc2)o1,25,1,Ring,-
*N1CCC2(CC1)CC(c1ccccc1)C(=*)N2*,25,3,Ring,-=-
*c1nccc(N2C(=*)OCC2c2ccccc2)n1,25,2,Ring,-=
*c1ccc2cc1OCCOCCNc1ccn3ncc-2c3n1,25,1,Ring,-
*CCC=CC(=O)CC*,25,2,Linker,--
*CCC(NC(*)=O)C(N)=O,25,2,Linker,--
*CN(*)CCC#N,25,2,Linker,--
*NCCNC(=O)CO*,25,2,Linker,--
*NC(=O)CSC(=S)N*,25,2,Linker,--
*CC(=O)N(*)CCOC,25,2,Linker,--
*C(=O)CCCCC(*)=O,25,2,Linker,--
*CC(NC(=O)N*)C(=O)OC,25,2,Linker,--
*OCCCCCC(*)=O,25,2,Linker,--
*COC(=O)CCC(=O)OC*,25,2,Linker,--
*CN(C*)CC#C,25,2,Linker,--
*C(*)N=*,25,3,Linker,--=
*C(=O)NC(=S)N(*)C,25,2,Linker,--
*CC(=O)NCCCC(=O)N*,25,2,Linker,--
*CCC(NC(=O)C(CC(=O)NCC(C)(C)C)NC(*)=O)C(=O)NC*,25,3,Linker,---
*NC(*)C(=O)OC,25,2,Linker,--
*C=CCC(*)=O,25,2,Linker,--
*OCCN(*)*,25,3,Linker,---
*C=CC(=O)NCCN*,25,2,Linker,--
*CN(CCC)CCCN*,25,2,Linker,--
*C(=O)OCCCCCCOC(*)=O,25,2,Linker,--
*COC(=O)N(*)CC,25,2,Linker,--
*NC(=O)C=CO*,25,2,Linker,--
*C=NNC(=S)SCC(=O)N*,25,2,Linker,--
*CC(N)C(=O)NC(CCCCN)C(*)=O,25,2,Linker,--
*C(=O)NCCS(=O)(=O)NC(*)=O,25,2,Linker,--
*CON=C(*)C*,25,3,Linker,---
*C=CC(=O)OCC(=O)N(*)CC,25,2,Linker,--
*NC(=N)NS(*)(=O)=O,25,2,Linker,--
*CC(*)NC(=O)C(C*)NC(*)=O,25,4,Linker,----
*NCC(*)(*)O,25,3,Linker,---
*OC(=O)CCCC(=O)O*,25,2,Linker,--
*NC(=O)C(O)C(O)C(*)=O,25,2,Linker,--
*CC(CN*)NC(=O)OC(C)(C)C,25,2,Linker,--
*N(*)CC=C,25,2,Linker,--
*CC(C)CN*,25,2,Linker,--
*C(=O)N(N)S(*)(=O)=O,25,2,Linker,--
*NC(=S)N=*,25,2,Linker,-=
*CCNC(=O)C(C)(C*)NC(=O)O*,25,3,Linker,---
*CC(=O)C(N)C*,25,2,Linker,--
*CNC(=O)C(C*)C(=O)NO,25,2,Linker,--
*CNC(=O)CN(*)C,25,2,Linker,--
*COCC(C*)OC*,25,3,Linker,---
*C=C(C)CN(CC*)C(*)=O,25,3,Linker,---
*C(=O)N(C)CCN(*)C,25,2,Linker,--
*CC(=O)NC(=N)N*,25,2,Linker,--
*CNC(S)=NC(*)C,25,2,Linker,--
*NNC(=O)CO*,25,2,Linker,--
*OCCNC(=O)CO*,25,2,Linker,--
*C(=O)N(*)CCCOC,25,2,Linker,--
*CP(*)(=O)OCC,25,2,Linker,--
*C=NNC(=O)C(*)O,25,2,Linker,--
*NC(=O)C(*)NC(=O)C(NC(=O)OC(C)(C)C)C(C)(C)C,25,2,Linker,--
*CN(C(*)=O)C(CC)CO,25,2,Linker,--
*S(=O)(=O)CC(=O)N=*,25,2,Linker,-=
